year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,dui,felony,misdemeanor,dui_rate,felony_rate,misdemeanor_rate
1983,48,95.0,Knox,9,Central,Mostly Urban,24.3,59365,,158.0,855.0,,266.2,1440.2
1983,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,455347,,1900.0,2354.0,,417.3,517.0
1983,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,108926,,274.0,1006.0,,251.5,923.6
1983,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,18212,,45.0,260.0,,247.1,1427.6
1983,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34656,,243.0,871.0,,701.2,2513.3
1983,53,105.0,Livingston,11,Central,Mostly Urban,40.8,40481,,187.0,458.0,,461.9,1131.4
1983,54,107.0,Logan,11,Central,Mostly Urban,39.9,31110,,62.0,299.0,,199.3,961.1
1983,55,109.0,McDonough,9,Central,Mostly Urban,29.5,37471,,119.0,474.0,,317.6,1265.0
1983,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,151784,,1033.0,1888.0,,680.6,1243.9
1983,57,113.0,McLean,11,Central,Mostly Urban,16.5,121622,,412.0,1995.0,,338.8,1640.3
1983,58,115.0,Macon,6,Central,Mostly Urban,15.3,126932,,596.0,1599.0,,469.5,1259.7
1983,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49410,,151.0,427.0,,305.6,864.2
1983,60,119.0,Madison,3,Southern,Mostly Urban,13.3,244885,,834.0,4147.0,,340.6,1693.4
1983,61,121.0,Marion,4,Southern,Mostly Urban,45.1,44419,,182.0,427.0,,409.7,961.3
1983,62,123.0,Marshall,10,Central,Completely Rural,100.0,14177,,50.0,163.0,,352.7,1149.7
1983,63,125.0,Mason,8,Central,Mostly Rural,77.5,18448,,87.0,261.0,,471.6,1414.8
1983,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14996,,72.0,120.0,,480.1,800.2
1983,65,129.0,Menard,8,Central,Mostly Rural,75.7,11640,,33.0,71.0,,283.5,610.0
1983,66,131.0,Mercer,14,Central,Mostly Rural,77.8,19254,,80.0,174.0,,415.5,903.7
1983,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,20391,,73.0,144.0,,358.0,706.2
1983,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,32537,,74.0,228.0,,227.4,700.7
1983,69,137.0,Morgan,7,Central,Mostly Urban,36.2,37307,,100.0,313.0,,268.0,839.0
1983,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14669,,43.0,106.0,,293.1,722.6
1983,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,46025,,80.0,501.0,,173.8,1088.5
1983,72,143.0,Peoria,10,Central,Mostly Urban,14.6,194712,,844.0,2359.0,,433.5,1211.5
1983,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22176,,96.0,147.0,,432.9,662.9
1983,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16404,,51.0,122.0,,310.9,743.7
1983,75,149.0,Pike,8,Central,Mostly Rural,72.3,18932,,103.0,165.0,,544.1,871.5
1983,76,151.0,Pope,1,Southern,Completely Rural,100.0,4375,,57.0,94.0,,1302.9,2148.6
1983,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8456,,122.0,137.0,,1442.8,1620.2
1983,78,155.0,Putnam,10,Central,Completely Rural,100.0,6101,,1.0,30.0,,16.4,491.7
1983,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,35810,,87.0,333.0,,242.9,929.9
1983,80,159.0,Richland,2,Southern,Mostly Urban,43.5,18416,,83.0,513.0,,450.7,2785.6
1983,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,164006,,631.0,2840.0,,384.7,1731.6
1983,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,265569,,918.0,5199.0,,345.7,1957.7
1983,83,165.0,Saline,1,Southern,Mostly Urban,43.7,29025,,185.0,190.0,,637.4,654.6
1983,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,175971,,550.0,1944.0,,312.6,1104.7
1983,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,8149,,20.0,63.0,,245.4,773.1
1983,86,171.0,Scott,7,Central,Completely Rural,100.0,5984,,7.0,39.0,,117.0,651.7
1983,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23464,,40.0,186.0,,170.5,792.7
1983,88,175.0,Stark,10,Central,Completely Rural,100.0,7160,,19.0,30.0,,265.4,419.0
1983,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49532,,148.0,858.0,,298.8,1732.2
1983,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,129168,,212.0,406.0,,164.1,314.3
1983,91,181.0,Union,1,Southern,Mostly Rural,65.9,18277,,59.0,157.0,,322.8,859.0
1983,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,92758,,306.0,1098.0,,329.9,1183.7
1983,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,14021,,82.0,363.0,,584.8,2589.0
1983,94,187.0,Warren,9,Central,Mostly Urban,45.5,21482,,59.0,209.0,,274.6,972.9
1983,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15438,,30.0,60.0,,194.3,388.7
1983,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,18794,,80.0,224.0,,425.7,1191.9
1983,97,193.0,White,2,Southern,Mostly Rural,62.0,18168,,93.0,264.0,,511.9,1453.1
1983,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,63443,,181.0,749.0,,285.3,1180.6
1983,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,326758,,786.0,2306.0,,240.5,705.7
1983,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58112,,373.0,820.0,,641.9,1411.1
1983,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,248221,,1216.0,7153.0,,489.9,2881.7
1983,102,203.0,Woodford,11,Central,Mostly Rural,54.9,33127,,86.0,251.0,,259.6,757.7
1984,1,1.0,Adams,8,Central,Mostly Urban,32.6,69501,,278.0,548.0,,400.0,788.5
1984,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11945,,146.0,192.0,,1222.3,1607.4
1984,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15748,,45.0,96.0,,285.8,609.6
1984,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,29175,,105.0,512.0,,359.9,1754.9
1984,5,9.0,Brown,8,Central,Mostly Urban,41.1,5821,,21.0,50.0,,360.8,859.0
1984,6,11.0,Bureau,13,Central,Mostly Rural,57.4,38058,,74.0,380.0,,194.4,998.5
1984,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5704,,34.0,64.0,,596.1,1122.0
1984,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,18058,,72.0,228.0,,398.7,1262.6
1984,9,17.0,Cass,8,Central,Mostly Rural,52.1,14434,,52.0,237.0,,360.3,1642.0
1984,10,19.0,Champaign,6,Central,Mostly Urban,12.7,170839,,710.0,968.0,,415.6,566.6
1984,11,21.0,Christian,4,Central,Mostly Urban,43.5,36161,,139.0,310.0,,384.4,857.3
1984,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16713,,75.0,276.0,,448.8,1651.4
1984,13,25.0,Clay,4,Southern,Mostly Rural,64.7,15487,,64.0,285.0,,413.2,1840.3
1984,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,33935,,87.0,491.0,,256.4,1446.9
1984,15,29.0,Coles,5,Central,Mostly Urban,24.3,52685,,168.0,501.0,,318.9,950.9
1984,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5220920,,20118.0,324668.0,,385.3,6218.6
1984,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,21079,,74.0,182.0,,351.1,863.4
1984,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10927,,22.0,69.0,,201.3,631.5
1984,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,72697,,153.0,1278.0,,210.5,1758.0
1984,20,39.0,De Witt,6,Central,Mostly Urban,48.8,17584,,71.0,216.0,,403.8,1228.4
1984,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19590,,77.0,170.0,,393.1,867.8
1984,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,701251,,2458.0,6620.0,,350.5,944.0
1984,23,45.0,Edgar,5,Central,Mostly Rural,51.8,21251,,89.0,330.0,,418.8,1552.9
1984,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8220,,39.0,152.0,,474.5,1849.1
1984,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31208,,85.0,448.0,,272.4,1435.5
1984,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22058,,66.0,230.0,,299.2,1042.7
1984,27,53.0,Ford,11,Central,Mostly Urban,41.8,15014,,28.0,110.0,,186.5,732.6
1984,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,43098,,150.0,422.0,,348.0,979.2
1984,29,57.0,Fulton,9,Central,Mostly Rural,60.0,41281,,148.0,367.0,,358.5,889.0
1984,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7644,,32.0,180.0,,418.6,2354.8
1984,31,61.0,Greene,7,Central,Mostly Rural,70.8,15986,,43.0,68.0,,269.0,425.4
1984,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,30735,,75.0,594.0,,244.0,1932.7
1984,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,9166,,54.0,90.0,,589.1,981.9
1984,34,67.0,Hancock,9,Central,Mostly Rural,71.0,23247,,105.0,183.0,,451.7,787.2
1984,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5469,,27.0,28.0,,493.7,512.0
1984,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8799,,35.0,84.0,,397.8,954.7
1984,37,73.0,Henry,14,Central,Mostly Rural,50.3,55530,,177.0,595.0,,318.7,1071.5
1984,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,32541,,54.0,318.0,,165.9,977.2
1984,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61480,,285.0,519.0,,463.6,844.2
1984,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11289,,33.0,158.0,,292.3,1399.6
1984,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38281,,269.0,300.0,,702.7,783.7
1984,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20376,,67.0,284.0,,328.8,1393.8
1984,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22944,,62.0,355.0,,270.2,1547.2
1984,44,87.0,Johnson,1,Southern,Completely Rural,100.0,10275,,80.0,115.0,,778.6,1119.2
1984,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,286381,,958.0,5098.0,,334.5,1780.1
1984,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,98513,,373.0,1220.0,,378.6,1238.4
1984,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,37261,,80.0,333.0,,214.7,893.7
1984,48,95.0,Knox,9,Central,Mostly Urban,24.3,58668,,150.0,881.0,,255.7,1501.7
1984,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,457407,,1773.0,2487.0,,387.6,543.7
1984,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,108595,,330.0,935.0,,303.9,861.0
1984,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,18092,,50.0,277.0,,276.4,1531.1
1984,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34476,,253.0,865.0,,733.8,2509.0
1984,53,105.0,Livingston,11,Central,Mostly Urban,40.8,40495,,180.0,474.0,,444.5,1170.5
1984,54,107.0,Logan,11,Central,Mostly Urban,39.9,30947,,69.0,208.0,,223.0,672.1
1984,55,109.0,McDonough,9,Central,Mostly Urban,29.5,36601,,138.0,446.0,,377.0,1218.5
1984,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,154773,,997.0,1964.0,,644.2,1269.0
1984,57,113.0,McLean,11,Central,Mostly Urban,16.5,122295,,479.0,2061.0,,391.7,1685.3
1984,58,115.0,Macon,6,Central,Mostly Urban,15.3,126033,,652.0,1959.0,,517.3,1554.4
1984,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49274,,154.0,486.0,,312.5,986.3
1984,60,119.0,Madison,3,Southern,Mostly Urban,13.3,245117,,776.0,4673.0,,316.6,1906.4
1984,61,121.0,Marion,4,Southern,Mostly Urban,45.1,44139,,164.0,389.0,,371.6,881.3
1984,62,123.0,Marshall,10,Central,Completely Rural,100.0,13805,,34.0,107.0,,246.3,775.1
1984,63,125.0,Mason,8,Central,Mostly Rural,77.5,17906,,68.0,248.0,,379.8,1385.0
1984,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14951,,65.0,185.0,,434.8,1237.4
1984,65,129.0,Menard,8,Central,Mostly Rural,75.7,11603,,29.0,91.0,,249.9,784.3
1984,66,131.0,Mercer,14,Central,Mostly Rural,77.8,18977,,50.0,177.0,,263.5,932.7
1984,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,20605,,72.0,188.0,,349.4,912.4
1984,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,32023,,95.0,251.0,,296.7,783.8
1984,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36976,,96.0,336.0,,259.6,908.7
1984,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14511,,38.0,121.0,,261.9,833.9
1984,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,45920,,120.0,521.0,,261.3,1134.6
1984,72,143.0,Peoria,10,Central,Mostly Urban,14.6,190605,,873.0,2523.0,,458.0,1323.7
1984,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22258,,94.0,151.0,,422.3,678.4
1984,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16305,,50.0,200.0,,306.7,1226.6
1984,75,149.0,Pike,8,Central,Mostly Rural,72.3,18788,,63.0,172.0,,335.3,915.5
1984,76,151.0,Pope,1,Southern,Completely Rural,100.0,4587,,60.0,72.0,,1308.0,1569.7
1984,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8349,,84.0,119.0,,1006.1,1425.3
1984,78,155.0,Putnam,10,Central,Completely Rural,100.0,6090,,11.0,41.0,,180.6,673.2
1984,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,35461,,82.0,261.0,,231.2,736.0
1984,80,159.0,Richland,2,Southern,Mostly Urban,43.5,18243,,115.0,522.0,,630.4,2861.4
1984,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,162115,,816.0,2645.0,,503.3,1631.6
1984,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,265028,,929.0,6602.0,,350.5,2491.1
1984,83,165.0,Saline,1,Southern,Mostly Urban,43.7,28698,,211.0,91.0,,735.2,317.1
1984,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,176144,,659.0,1880.0,,374.1,1067.3
1984,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7993,,19.0,63.0,,237.7,788.2
1984,86,171.0,Scott,7,Central,Completely Rural,100.0,5894,,9.0,51.0,,152.7,865.3
1984,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23294,,28.0,166.0,,120.2,712.6
1984,88,175.0,Stark,10,Central,Completely Rural,100.0,7070,,14.0,35.0,,198.0,495.0
1984,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49362,,187.0,980.0,,378.8,1985.3
1984,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,127568,,208.0,466.0,,163.1,365.3
1984,91,181.0,Union,1,Southern,Mostly Rural,65.9,18266,,98.0,126.0,,536.5,689.8
1984,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,92141,,312.0,792.0,,338.6,859.6
1984,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13939,,70.0,327.0,,502.2,2345.9
1984,94,187.0,Warren,9,Central,Mostly Urban,45.5,21084,,130.0,314.0,,616.6,1489.3
1984,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15219,,31.0,61.0,,203.7,400.8
1984,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,18612,,81.0,197.0,,435.2,1058.5
1984,97,193.0,White,2,Southern,Mostly Rural,62.0,18086,,79.0,217.0,,436.8,1199.8
1984,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,62828,,215.0,787.0,,342.2,1252.6
1984,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,328511,,881.0,2288.0,,268.2,696.5
1984,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58384,,326.0,588.0,,558.4,1007.1
1984,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,247853,,1290.0,6864.0,,520.5,2769.4
1984,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32805,,77.0,192.0,,234.7,585.3
1985,1,1.0,Adams,8,Central,Mostly Urban,32.6,68547,,302.0,611.0,,440.6,891.4
1985,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11677,,113.0,233.0,,967.7,1995.4
1985,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15599,,77.0,144.0,,493.6,923.1
1985,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,29483,,105.0,510.0,,356.1,1729.8
1985,5,9.0,Brown,8,Central,Mostly Urban,41.1,5736,,47.0,81.0,,819.4,1412.1
1985,6,11.0,Bureau,13,Central,Mostly Rural,57.4,37704,,67.0,424.0,,177.7,1124.5
1985,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5551,,31.0,93.0,,558.5,1675.4
1985,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,17801,,56.0,226.0,,314.6,1269.6
1985,9,17.0,Cass,8,Central,Mostly Rural,52.1,14223,,62.0,244.0,,435.9,1715.5
1985,10,19.0,Champaign,6,Central,Mostly Urban,12.7,171355,,648.0,1008.0,,378.2,588.3
1985,11,21.0,Christian,4,Central,Mostly Urban,43.5,35700,,106.0,288.0,,296.9,806.7
1985,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16555,,63.0,253.0,,380.5,1528.2
1985,13,25.0,Clay,4,Southern,Mostly Rural,64.7,15180,,60.0,146.0,,395.3,961.8
1985,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,33781,,101.0,507.0,,299.0,1500.8
1985,15,29.0,Coles,5,Central,Mostly Urban,24.3,52594,,157.0,626.0,,298.5,1190.2
1985,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5201817,,19600.0,330364.0,,376.8,6350.9
1985,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20896,,69.0,208.0,,330.2,995.4
1985,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10879,,43.0,104.0,,395.3,956.0
1985,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,72978,,249.0,1273.0,,341.2,1744.4
1985,20,39.0,De Witt,6,Central,Mostly Urban,48.8,17442,,75.0,265.0,,430.0,1519.3
1985,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19552,,64.0,185.0,,327.3,946.2
1985,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,714497,,2220.0,7415.0,,310.7,1037.8
1985,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20968,,77.0,293.0,,367.2,1397.4
1985,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8153,,25.0,79.0,,306.6,969.0
1985,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31354,,112.0,541.0,,357.2,1725.5
1985,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21788,,80.0,241.0,,367.2,1106.1
1985,27,53.0,Ford,11,Central,Mostly Urban,41.8,14921,,38.0,160.0,,254.7,1072.3
1985,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,42969,,143.0,514.0,,332.8,1196.2
1985,29,57.0,Fulton,9,Central,Mostly Rural,60.0,39793,,115.0,352.0,,289.0,884.6
1985,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7602,,39.0,145.0,,513.0,1907.4
1985,31,61.0,Greene,7,Central,Mostly Rural,70.8,15874,,55.0,64.0,,346.5,403.2
1985,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,30845,,67.0,625.0,,217.2,2026.3
1985,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,9086,,52.0,57.0,,572.3,627.3
1985,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22720,,109.0,223.0,,479.8,981.5
1985,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5369,,23.0,54.0,,428.4,1005.8
1985,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8653,,37.0,106.0,,427.6,1225.0
1985,37,73.0,Henry,14,Central,Mostly Rural,50.3,54721,,143.0,583.0,,261.3,1065.4
1985,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,32156,,51.0,383.0,,158.6,1191.1
1985,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61440,,435.0,553.0,,708.0,900.1
1985,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11133,,51.0,156.0,,458.1,1401.2
1985,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38577,,249.0,386.0,,645.5,1000.6
1985,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20243,,120.0,257.0,,592.8,1269.6
1985,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22871,,59.0,284.0,,258.0,1241.7
1985,44,87.0,Johnson,1,Southern,Completely Rural,100.0,10995,,77.0,135.0,,700.3,1227.8
1985,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,289277,,986.0,5153.0,,340.8,1781.3
1985,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,97039,,435.0,1299.0,,448.3,1338.6
1985,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,37283,,72.0,394.0,,193.1,1056.8
1985,48,95.0,Knox,9,Central,Mostly Urban,24.3,57554,,198.0,855.0,,344.0,1485.6
1985,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,465821,,1697.0,2632.0,,364.3,565.0
1985,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,107957,,198.0,1092.0,,183.4,1011.5
1985,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,17860,,65.0,356.0,,363.9,1993.3
1985,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34330,,206.0,910.0,,600.1,2650.7
1985,53,105.0,Livingston,11,Central,Mostly Urban,40.8,40191,,227.0,467.0,,564.8,1162.0
1985,54,107.0,Logan,11,Central,Mostly Urban,39.9,31354,,68.0,243.0,,216.9,775.0
1985,55,109.0,McDonough,9,Central,Mostly Urban,29.5,35954,,163.0,578.0,,453.4,1607.6
1985,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,157672,,1104.0,2089.0,,700.2,1324.9
1985,57,113.0,McLean,11,Central,Mostly Urban,16.5,122918,,505.0,1693.0,,410.8,1377.3
1985,58,115.0,Macon,6,Central,Mostly Urban,15.3,124970,,509.0,1867.0,,407.3,1494.0
1985,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49182,,170.0,526.0,,345.7,1069.5
1985,60,119.0,Madison,3,Southern,Mostly Urban,13.3,246494,,910.0,5226.0,,369.2,2120.1
1985,61,121.0,Marion,4,Southern,Mostly Urban,45.1,43675,,170.0,428.0,,389.2,980.0
1985,62,123.0,Marshall,10,Central,Completely Rural,100.0,13478,,27.0,104.0,,200.3,771.6
1985,63,125.0,Mason,8,Central,Mostly Rural,77.5,17520,,97.0,250.0,,553.7,1426.9
1985,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14968,,95.0,159.0,,634.7,1062.3
1985,65,129.0,Menard,8,Central,Mostly Rural,75.7,11592,,27.0,44.0,,232.9,379.6
1985,66,131.0,Mercer,14,Central,Mostly Rural,77.8,18584,,49.0,200.0,,263.7,1076.2
1985,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,20701,,82.0,191.0,,396.1,922.7
1985,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,31898,,94.0,281.0,,294.7,880.9
1985,69,137.0,Morgan,7,Central,Mostly Urban,36.2,37338,,102.0,396.0,,273.2,1060.6
1985,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14392,,33.0,157.0,,229.3,1090.9
1985,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,45969,,75.0,408.0,,163.2,887.6
1985,72,143.0,Peoria,10,Central,Mostly Urban,14.6,186607,,652.0,2528.0,,349.4,1354.7
1985,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22219,,84.0,160.0,,378.1,720.1
1985,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16192,,62.0,224.0,,382.9,1383.4
1985,75,149.0,Pike,8,Central,Mostly Rural,72.3,18443,,74.0,158.0,,401.2,856.7
1985,76,151.0,Pope,1,Southern,Completely Rural,100.0,4541,,59.0,99.0,,1299.3,2180.1
1985,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8225,,33.0,86.0,,401.2,1045.6
1985,78,155.0,Putnam,10,Central,Completely Rural,100.0,5990,,13.0,25.0,,217.0,417.4
1985,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,35439,,115.0,221.0,,324.5,623.6
1985,80,159.0,Richland,2,Southern,Mostly Urban,43.5,17974,,120.0,418.0,,667.6,2325.6
1985,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,158931,,724.0,2606.0,,455.5,1639.7
1985,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,265155,,997.0,6592.0,,376.0,2486.1
1985,83,165.0,Saline,1,Southern,Mostly Urban,43.7,28477,,193.0,195.0,,677.7,684.8
1985,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,176512,,719.0,1795.0,,407.3,1016.9
1985,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7809,,19.0,112.0,,243.3,1434.2
1985,86,171.0,Scott,7,Central,Completely Rural,100.0,5886,,14.0,51.0,,237.9,866.5
1985,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23146,,53.0,238.0,,229.0,1028.3
1985,88,175.0,Stark,10,Central,Completely Rural,100.0,7020,,14.0,47.0,,199.4,669.5
1985,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49232,,243.0,975.0,,493.6,1980.4
1985,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,125048,,234.0,500.0,,187.1,399.8
1985,91,181.0,Union,1,Southern,Mostly Rural,65.9,18265,,136.0,190.0,,744.6,1040.2
1985,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,91584,,396.0,825.0,,432.4,900.8
1985,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13824,,71.0,293.0,,513.6,2119.5
1985,94,187.0,Warren,9,Central,Mostly Urban,45.5,20759,,81.0,343.0,,390.2,1652.3
1985,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15230,,45.0,93.0,,295.5,610.6
1985,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,18403,,59.0,160.0,,320.6,869.4
1985,97,193.0,White,2,Southern,Mostly Rural,62.0,17934,,87.0,241.0,,485.1,1343.8
1985,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,62313,,257.0,888.0,,412.4,1425.1
1985,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,330895,,954.0,2473.0,,288.3,747.4
1985,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58557,,290.0,744.0,,495.2,1270.6
1985,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,249140,,1303.0,7284.0,,523.0,2923.7
1985,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32304,,86.0,238.0,,266.2,736.8
