year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,dui,felony,misdemeanor,dui_rate,felony_rate,misdemeanor_rate
1996,87,173.0,Shelby,4,Central,Mostly Rural,77.7,22948,,72.0,246.0,,313.8,1072.0
1996,88,175.0,Stark,10,Central,Completely Rural,100.0,6444,,19.0,82.0,,294.8,1272.5
1996,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49233,,463.0,1935.0,,940.4,3930.3
1996,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,127753,,717.0,2177.0,,561.2,1704.1
1996,91,181.0,Union,1,Southern,Mostly Rural,65.9,18281,,191.0,377.0,,1044.8,2062.3
1996,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,85298,,605.0,1141.0,,709.3,1337.7
1996,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12971,,116.0,276.0,,894.3,2127.8
1996,94,187.0,Warren,9,Central,Mostly Urban,45.5,18905,,123.0,543.0,,650.6,2872.3
1996,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15155,,63.0,233.0,,415.7,1537.4
1996,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17141,,122.0,148.0,,711.7,863.4
1996,97,193.0,White,2,Southern,Mostly Rural,62.0,15674,,247.0,485.0,,1575.9,3094.3
1996,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60957,,436.0,999.0,,715.3,1638.9
1996,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,434620,,2150.0,4763.0,,494.7,1095.9
1996,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,60628,,467.0,1057.0,,770.3,1743.4
1996,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,271688,,3441.0,12246.0,,1266.5,4507.4
1996,102,203.0,Woodford,11,Central,Mostly Rural,54.9,34656,,170.0,501.0,,490.5,1445.6
1997,1,1.0,Adams,8,Central,Mostly Urban,32.6,68715,,547.0,1002.0,,796.0,1458.2
1997,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9659,,125.0,146.0,,1294.1,1511.5
1997,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17378,,74.0,235.0,,425.8,1352.3
1997,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,38853,,204.0,959.0,,525.1,2468.3
1997,5,9.0,Brown,8,Central,Mostly Urban,41.1,6815,,31.0,93.0,,454.9,1364.6
1997,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35884,,73.0,1014.0,,203.4,2825.8
1997,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5155,,16.0,62.0,,310.4,1202.7
1997,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16946,,91.0,378.0,,537.0,2230.6
1997,9,17.0,Cass,8,Central,Mostly Rural,52.1,13652,,144.0,315.0,,1054.8,2307.4
1997,10,19.0,Champaign,6,Central,Mostly Urban,12.7,176626,,1864.0,1676.0,,1055.3,948.9
1997,11,21.0,Christian,4,Central,Mostly Urban,43.5,35600,,257.0,653.0,,721.9,1834.3
1997,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16768,,68.0,403.0,,405.5,2403.4
1997,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14607,,36.0,201.0,,246.5,1376.1
1997,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35264,,203.0,688.0,,575.7,1951.0
1997,15,29.0,Coles,5,Central,Mostly Urban,24.3,53371,,327.0,1125.0,,612.7,2107.9
1997,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5322117,,40541.0,231941.0,,761.7,4358.1
1997,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20782,,142.0,471.0,,683.3,2266.4
1997,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11186,,55.0,157.0,,491.7,1403.5
1997,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,85078,,426.0,1701.0,,500.7,1999.3
1997,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16757,,128.0,445.0,,763.9,2655.6
1997,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19909,,112.0,240.0,,562.6,1205.5
1997,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,874404,,2551.0,9470.0,,291.7,1083.0
1997,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20090,,141.0,419.0,,701.8,2085.6
1997,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7076,,34.0,91.0,,480.5,1286.0
1997,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,33704,,264.0,932.0,,783.3,2765.3
1997,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21929,,242.0,488.0,,1103.6,2225.4
1997,27,53.0,Ford,11,Central,Mostly Urban,41.8,14274,,98.0,214.0,,686.6,1499.2
1997,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39624,,382.0,725.0,,964.1,1829.7
1997,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38616,,277.0,1090.0,,717.3,2822.7
1997,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6544,,61.0,191.0,,932.2,2918.7
1997,31,61.0,Greene,7,Central,Mostly Rural,70.8,15066,,81.0,130.0,,537.6,862.9
1997,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,36263,,117.0,1256.0,,322.6,3463.6
1997,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8674,,42.0,93.0,,484.2,1072.2
1997,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20594,,136.0,281.0,,660.4,1364.5
1997,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4914,,28.0,27.0,,569.8,549.5
1997,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8353,,66.0,193.0,,790.1,2310.5
1997,37,73.0,Henry,14,Central,Mostly Rural,50.3,50830,,344.0,1198.0,,676.8,2356.9
1997,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31603,,68.0,601.0,,215.2,1901.7
1997,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60607,,602.0,1067.0,,993.3,1760.5
1997,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10412,,75.0,139.0,,720.3,1335.0
1997,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39654,,449.0,656.0,,1132.3,1654.3
1997,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21448,,161.0,645.0,,750.7,3007.3
1997,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22249,,104.0,498.0,,467.4,2238.3
1997,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12637,,226.0,288.0,,1788.4,2279.0
1997,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,376725,,2809.0,7987.0,,745.6,2120.1
1997,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,102951,,786.0,2614.0,,763.5,2539.1
1997,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,49153,,339.0,1041.0,,689.7,2117.9
1997,48,95.0,Knox,9,Central,Mostly Urban,24.3,56081,,502.0,1326.0,,895.1,2364.4
1997,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,609714,,3526.0,8906.0,,578.3,1460.7
1997,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,110956,,548.0,2662.0,,493.9,2399.1
1997,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15831,,83.0,352.0,,524.3,2223.5
1997,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36222,,318.0,927.0,,877.9,2559.2
1997,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39774,,190.0,796.0,,477.7,2001.3
1997,54,107.0,Logan,11,Central,Mostly Urban,39.9,31043,,251.0,658.0,,808.6,2119.6
1997,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33382,,174.0,805.0,,521.2,2411.5
1997,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,242449,,1578.0,4368.0,,650.9,1801.6
1997,57,113.0,McLean,11,Central,Mostly Urban,16.5,144342,,1288.0,3078.0,,892.3,2132.4
1997,58,115.0,Macon,6,Central,Mostly Urban,15.3,115706,,1911.0,2045.0,,1651.6,1767.4
1997,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48866,,281.0,835.0,,575.0,1708.8
1997,60,119.0,Madison,3,Southern,Mostly Urban,13.3,258533,,2664.0,9227.0,,1030.4,3569.0
1997,61,121.0,Marion,4,Southern,Mostly Urban,45.1,42062,,393.0,811.0,,934.3,1928.1
1997,62,123.0,Marshall,10,Central,Completely Rural,100.0,13033,,39.0,121.0,,299.2,928.4
1997,63,125.0,Mason,8,Central,Mostly Rural,77.5,16297,,137.0,315.0,,840.6,1932.9
1997,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15364,,143.0,201.0,,930.7,1308.3
1997,65,129.0,Menard,8,Central,Mostly Rural,75.7,12246,,43.0,188.0,,351.1,1535.2
1997,66,131.0,Mercer,14,Central,Mostly Rural,77.8,17011,,108.0,215.0,,634.9,1263.9
1997,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,25889,,116.0,376.0,,448.1,1452.4
1997,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,31072,,196.0,968.0,,630.8,3115.3
1997,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36793,,173.0,679.0,,470.2,1845.5
1997,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14221,,65.0,179.0,,457.1,1258.7
1997,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,50074,,248.0,799.0,,495.3,1595.6
1997,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184384,,1144.0,4064.0,,620.4,2204.1
1997,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21374,,180.0,276.0,,842.1,1291.3
1997,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16311,,73.0,198.0,,447.6,1213.9
1997,75,149.0,Pike,8,Central,Mostly Rural,72.3,17594,,94.0,187.0,,534.3,1062.9
1997,76,151.0,Pope,1,Southern,Completely Rural,100.0,4391,,46.0,147.0,,1047.6,3347.8
1997,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7334,,116.0,114.0,,1581.7,1554.4
1997,78,155.0,Putnam,10,Central,Completely Rural,100.0,5965,,11.0,110.0,,184.4,1844.1
1997,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33795,,218.0,720.0,,645.1,2130.5
1997,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16513,,160.0,426.0,,968.9,2579.8
1997,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,149937,,1127.0,2648.0,,751.6,1766.1
1997,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,260631,,1468.0,10104.0,,563.2,3876.7
1997,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26897,,273.0,352.0,,1015.0,1308.7
1997,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,189638,,1053.0,3542.0,,555.3,1867.8
1997,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7442,,59.0,153.0,,792.8,2055.9
1997,86,171.0,Scott,7,Central,Completely Rural,100.0,5543,,44.0,55.0,,793.8,992.2
1997,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23022,,127.0,416.0,,551.6,1807.0
1997,88,175.0,Stark,10,Central,Completely Rural,100.0,6405,,22.0,82.0,,343.5,1280.2
1997,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49308,,518.0,1888.0,,1050.5,3829.0
1997,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128021,,697.0,1802.0,,544.4,1407.6
1997,91,181.0,Union,1,Southern,Mostly Rural,65.9,18307,,138.0,346.0,,753.8,1890.0
1997,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,85274,,689.0,1124.0,,808.0,1318.1
1997,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13030,,104.0,314.0,,798.2,2409.8
1997,94,187.0,Warren,9,Central,Mostly Urban,45.5,18971,,137.0,502.0,,722.2,2646.1
1997,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15283,,101.0,227.0,,660.9,1485.3
1997,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17152,,158.0,236.0,,921.2,1375.9
1997,97,193.0,White,2,Southern,Mostly Rural,62.0,15580,,166.0,435.0,,1065.5,2792.0
1997,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60859,,426.0,1016.0,,700.0,1669.4
1997,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,450816,,2199.0,4733.0,,487.8,1049.9
1997,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61194,,631.0,814.0,,1031.1,1330.2
1997,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,273489,,3205.0,12542.0,,1171.9,4585.9
1997,102,203.0,Woodford,11,Central,Mostly Rural,54.9,34781,,160.0,433.0,,460.0,1244.9
1998,1,1.0,Adams,8,Central,Mostly Urban,32.6,68681,,533.0,871.0,,776.1,1268.2
1998,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9632,,140.0,167.0,,1453.5,1733.8
1998,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17588,,87.0,289.0,,494.7,1643.2
1998,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,39864,,223.0,1126.0,,559.4,2824.6
1998,5,9.0,Brown,8,Central,Mostly Urban,41.1,6922,,31.0,124.0,,447.8,1791.4
1998,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35621,,74.0,1082.0,,207.7,3037.5
1998,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5092,,25.0,108.0,,491.0,2121.0
1998,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16959,,91.0,398.0,,536.6,2346.8
1998,9,17.0,Cass,8,Central,Mostly Rural,52.1,13735,,138.0,360.0,,1004.7,2621.0
1998,10,19.0,Champaign,6,Central,Mostly Urban,12.7,177004,,1796.0,1667.0,,1014.7,941.8
1998,11,21.0,Christian,4,Central,Mostly Urban,43.5,35523,,312.0,657.0,,878.3,1849.5
1998,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16949,,95.0,401.0,,560.5,2365.9
1998,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14723,,62.0,259.0,,421.1,1759.2
1998,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35589,,187.0,608.0,,525.4,1708.4
1998,15,29.0,Coles,5,Central,Mostly Urban,24.3,53455,,415.0,1142.0,,776.4,2136.4
1998,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5345537,,41353.0,340194.0,,773.6,6364.1
1998,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20717,,179.0,501.0,,864.0,2418.3
1998,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11170,,70.0,165.0,,626.7,1477.2
1998,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,86402,,572.0,1808.0,,662.0,2092.5
1998,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16781,,147.0,457.0,,876.0,2723.3
1998,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19918,,96.0,200.0,,482.0,1004.1
1998,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,886168,,2580.0,9420.0,,291.1,1063.0
1998,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20020,,126.0,450.0,,629.4,2247.8
1998,24,47.0,Edwards,2,Southern,Completely Rural,100.0,7020,,56.0,127.0,,797.7,1809.1
1998,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,33910,,231.0,1043.0,,681.2,3075.8
1998,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21894,,221.0,655.0,,1009.4,2991.7
1998,27,53.0,Ford,11,Central,Mostly Urban,41.8,14223,,85.0,200.0,,597.6,1406.2
1998,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39334,,381.0,513.0,,968.6,1304.2
1998,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38454,,266.0,901.0,,691.7,2343.1
1998,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6512,,63.0,200.0,,967.4,3071.3
1998,31,61.0,Greene,7,Central,Mostly Rural,70.8,14982,,89.0,98.0,,594.0,654.1
1998,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,36732,,131.0,1177.0,,356.6,3204.3
1998,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8695,,25.0,125.0,,287.5,1437.6
1998,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20523,,114.0,225.0,,555.5,1096.3
1998,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4863,,36.0,39.0,,740.3,802.0
1998,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8292,,59.0,205.0,,711.5,2472.3
1998,37,73.0,Henry,14,Central,Mostly Rural,50.3,50789,,402.0,1144.0,,791.5,2252.5
1998,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31494,,74.0,580.0,,235.0,1841.6
1998,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,60304,,657.0,1004.0,,1089.5,1664.9
1998,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,10387,,52.0,166.0,,500.6,1598.2
1998,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,39695,,411.0,685.0,,1035.4,1725.7
1998,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,21662,,290.0,599.0,,1338.7,2765.2
1998,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22132,,87.0,509.0,,393.1,2299.8
1998,44,87.0,Johnson,1,Southern,Completely Rural,100.0,12931,,150.0,236.0,,1160.0,1825.1
1998,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,386103,,3102.0,8286.0,,803.4,2146.1
1998,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,103222,,829.0,2713.0,,803.1,2628.3
1998,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,51025,,451.0,979.0,,883.9,1918.7
1998,48,95.0,Knox,9,Central,Mostly Urban,24.3,56114,,642.0,1137.0,,1144.1,2026.2
1998,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,621618,,3878.0,9003.0,,623.9,1448.3
1998,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,111422,,503.0,2684.0,,451.4,2408.9
1998,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,15683,,124.0,365.0,,790.7,2327.4
1998,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,36214,,287.0,1107.0,,792.5,3056.8
1998,53,105.0,Livingston,11,Central,Mostly Urban,40.8,39610,,163.0,863.0,,411.5,2178.7
1998,54,107.0,Logan,11,Central,Mostly Urban,39.9,31465,,272.0,713.0,,864.5,2266.0
1998,55,109.0,McDonough,9,Central,Mostly Urban,29.5,33341,,171.0,757.0,,512.9,2270.5
1998,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,248529,,1361.0,4429.0,,547.6,1782.1
1998,57,113.0,McLean,11,Central,Mostly Urban,16.5,146526,,1320.0,2937.0,,900.9,2004.4
1998,58,115.0,Macon,6,Central,Mostly Urban,15.3,115453,,1948.0,2492.0,,1687.3,2158.5
1998,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,48732,,292.0,814.0,,599.2,1670.4
1998,60,119.0,Madison,3,Southern,Mostly Urban,13.3,258700,,3051.0,10070.0,,1179.4,3892.5
1998,61,121.0,Marion,4,Southern,Mostly Urban,45.1,41896,,321.0,986.0,,766.2,2353.4
1998,62,123.0,Marshall,10,Central,Completely Rural,100.0,13105,,49.0,180.0,,373.9,1373.5
1998,63,125.0,Mason,8,Central,Mostly Rural,77.5,16194,,111.0,310.0,,685.4,1914.3
1998,64,127.0,Massac,1,Southern,Mostly Rural,50.5,15378,,119.0,252.0,,773.8,1638.7
1998,65,129.0,Menard,8,Central,Mostly Rural,75.7,12281,,44.0,64.0,,358.3,521.1
1998,66,131.0,Mercer,14,Central,Mostly Rural,77.8,16979,,95.0,285.0,,559.5,1678.5
1998,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,26664,,125.0,354.0,,468.8,1327.6
1998,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,31053,,190.0,877.0,,611.9,2824.2
1998,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36617,,171.0,621.0,,467.0,1695.9
1998,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14179,,83.0,201.0,,585.4,1417.6
1998,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,50368,,229.0,821.0,,454.7,1630.0
1998,72,143.0,Peoria,10,Central,Mostly Urban,14.6,184006,,1192.0,3682.0,,647.8,2001.0
1998,73,145.0,Perry,20,Southern,Mostly Urban,43.6,21273,,226.0,409.0,,1062.4,1922.6
1998,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16231,,69.0,266.0,,425.1,1638.8
1998,75,149.0,Pike,8,Central,Mostly Rural,72.3,17590,,112.0,217.0,,636.7,1233.7
1998,76,151.0,Pope,1,Southern,Completely Rural,100.0,4370,,49.0,114.0,,1121.3,2608.7
1998,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,7426,,114.0,164.0,,1535.1,2208.5
1998,78,155.0,Putnam,10,Central,Completely Rural,100.0,5992,,16.0,86.0,,267.0,1435.2
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,33687,,202.0,736.0,,599.6,2184.8
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,16387,,121.0,553.0,,738.4,3374.6
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,150027,,1167.0,2779.0,,777.9,1852.3
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,258286,,1691.0,9625.0,,654.7,3726.5
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,26946,,314.0,452.0,,1165.3,1677.4
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,189441,,1403.0,4183.0,,740.6,2208.1
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7333,,64.0,176.0,,872.8,2400.1
1998,86,171.0,Scott,7,Central,Completely Rural,100.0,5541,,29.0,54.0,,523.4,974.6
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23072,,121.0,439.0,,524.4,1902.7
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,6415,,12.0,98.0,,187.1,1527.7
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49195,,532.0,1691.0,,1081.4,3437.3
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,128327,,700.0,1881.0,,545.5,1465.8
1998,91,181.0,Union,1,Southern,Mostly Rural,65.9,18272,,220.0,448.0,,1204.0,2451.8
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,84996,,698.0,1153.0,,821.2,1356.5
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,12966,,130.0,314.0,,1002.6,2421.7
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,18958,,177.0,561.0,,933.6,2959.2
1998,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15240,,149.0,294.0,,977.7,1929.1
1998,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,17108,,198.0,267.0,,1157.4,1560.7
1998,97,193.0,White,2,Southern,Mostly Rural,62.0,15469,,130.0,408.0,,840.4,2637.5
1998,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,60719,,507.0,1096.0,,835.0,1805.0
1998,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,467549,,2134.0,4707.0,,456.4,1006.7
1998,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,61372,,460.0,1145.0,,749.5,1865.7
1998,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,275161,,3533.0,13281.0,,1284.0,4826.6
1998,102,203.0,Woodford,11,Central,Mostly Rural,54.9,35144,,146.0,442.0,,415.4,1257.7
1999,1,1.0,Adams,8,Central,Mostly Urban,32.6,68430,,483.0,901.0,,705.8,1316.7
1999,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,9621,,126.0,163.0,,1309.6,1694.2
1999,3,5.0,Bond,3,Southern,Mostly Rural,60.7,17532,,89.0,225.0,,507.6,1283.4
1999,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,40844,,175.0,1058.0,,428.5,2590.3
1999,5,9.0,Brown,8,Central,Mostly Urban,41.1,6948,,32.0,169.0,,460.6,2432.4
1999,6,11.0,Bureau,13,Central,Mostly Rural,57.4,35527,,91.0,909.0,,256.1,2558.6
1999,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5093,,23.0,131.0,,451.6,2572.2
1999,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,16813,,92.0,434.0,,547.2,2581.3
1999,9,17.0,Cass,8,Central,Mostly Rural,52.1,13795,,118.0,357.0,,855.4,2587.9
1999,10,19.0,Champaign,6,Central,Mostly Urban,12.7,178652,,2131.0,1795.0,,1192.8,1004.7
1999,11,21.0,Christian,4,Central,Mostly Urban,43.5,35398,,288.0,640.0,,813.6,1808.0
1999,12,23.0,Clark,5,Southern,Mostly Rural,59.5,17011,,78.0,376.0,,458.5,2210.3
1999,13,25.0,Clay,4,Southern,Mostly Rural,64.7,14575,,49.0,197.0,,336.2,1351.6
1999,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,35533,,194.0,695.0,,546.0,1955.9
1999,15,29.0,Coles,5,Central,Mostly Urban,24.3,53447,,475.0,1051.0,,888.7,1966.4
1999,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5365344,,36121.0,289713.0,,673.2,5399.7
1999,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20623,,150.0,455.0,,727.3,2206.3
1999,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,11186,,79.0,226.0,,706.2,2020.4
1999,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,88010,,604.0,1816.0,,686.3,2063.4
1999,20,39.0,De Witt,6,Central,Mostly Urban,48.8,16764,,117.0,404.0,,697.9,2409.9
1999,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19905,,104.0,316.0,,522.5,1587.5
1999,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,898083,,3186.0,9176.0,,354.8,1021.7
1999,23,45.0,Edgar,5,Central,Mostly Rural,51.8,19821,,175.0,591.0,,882.9,2981.7
1999,24,47.0,Edwards,2,Southern,Completely Rural,100.0,6954,,56.0,120.0,,805.3,1725.6
1999,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,34164,,237.0,643.0,,693.7,1882.1
1999,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21786,,187.0,466.0,,858.3,2139.0
1999,27,53.0,Ford,11,Central,Mostly Urban,41.8,14260,,105.0,171.0,,736.3,1199.2
1999,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,39126,,309.0,427.0,,789.8,1091.3
1999,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38434,,225.0,1026.0,,585.4,2669.5
1999,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,6477,,76.0,118.0,,1173.4,1821.8
1999,31,61.0,Greene,7,Central,Mostly Rural,70.8,14832,,103.0,136.0,,694.4,916.9
1999,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,37121,,125.0,1388.0,,336.7,3739.1
1999,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8688,,44.0,59.0,,506.4,679.1
1999,34,67.0,Hancock,9,Central,Mostly Rural,71.0,20267,,142.0,336.0,,700.6,1657.9
1999,35,69.0,Hardin,2,Southern,Completely Rural,100.0,4824,,44.0,68.0,,912.1,1409.6
1999,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8218,,62.0,238.0,,754.4,2896.1
